,Unnamed: 0,Unnamed: 0.1,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
8215,22131,32155,12311843,JE164760,03/10/2021 11:15:00 AM,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1523,15,29.0,25,08B,1139026.0,1900455.0,2021,03/17/2021 04:51:25 PM,41.882965153,-87.764953242,"(41.882965153, -87.764953242)"
8220,14890,21617,12294590,JE143761,02/17/2021 08:00:00 AM,023XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1414,14,1.0,22,08B,1157311.0,1915583.0,2021,02/24/2021 03:49:12 PM,41.924125733,-87.697397656,"(41.924125733, -87.697397656)"
8222,2468,3707,12259533,JE101161,01/02/2021 11:10:00 AM,077XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,611,6,17.0,71,08B,1166358.0,1853293.0,2021,01/16/2021 03:49:23 PM,41.7530069,-87.665933799,"(41.7530069, -87.665933799)"
8227,12957,18852,12291477,JE139605,02/12/2021 07:00:00 AM,081XX S WOODLAWN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,411,4,8.0,45,08A,1185624.0,1851386.0,2021,02/19/2021 03:48:53 PM,41.747342098,-87.59539200100001,"(41.747342098, -87.595392001)"
8240,2820,4247,12263820,JE106073,01/06/2021 08:00:00 PM,023XX W WOLFRAM ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1432,14,32.0,21,06,1160216.0,1918873.0,2021,01/16/2021 03:49:23 PM,41.9330941,-87.68663232,"(41.9330941, -87.68663232)"
8244,22232,32309,12312277,JE165347,03/10/2021 08:18:00 PM,060XX N CALDWELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1621,16,39.0,12,08B,1141494.0,1940130.0,2021,03/17/2021 04:51:25 PM,41.991792049,-87.75490750700001,"(41.991792049, -87.754907507)"
8256,21285,30875,12309403,JE161999,03/07/2021 12:00:00 PM,015XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,713,7,16.0,67,08B,1166834.0,1862944.0,2021,03/14/2021 04:50:05 PM,41.77948038,-87.66391419,"(41.77948038, -87.66391419)"
8267,1368,2030,12264052,JE106453,01/07/2021 10:05:00 PM,0000X W 103RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,512,5,34.0,49,08B,1177889.0,1836344.0,2021,01/16/2021 03:49:23 PM,41.706243458,-87.624189089,"(41.706243458, -87.624189089)"
8274,2817,4241,12265090,JE107682,01/09/2021 09:13:00 AM,026XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1423,14,26.0,24,14,1158400.0,1909207.0,2021,01/16/2021 03:52:53 PM,41.906607263000005,-87.69357098399999,"(41.906607263, -87.693570984)"
8326,16623,24099,12300412,JE151215,02/23/2021 02:00:00 PM,099XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,2213,22,19.0,72,14,1165219.0,1838667.0,2021,03/02/2021 03:50:05 PM,41.712895099,-87.670520556,"(41.712895099, -87.670520556)"
8335,12147,17636,12288038,JE135167,02/07/2021 02:15:00 PM,004XX E 111TH ST,0820,THEFT,$500 AND UNDER,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,531,5,9.0,49,06,1181279.0,1831456.0,2021,02/14/2021 03:47:33 PM,41.692752853,-87.61192511,"(41.692752853, -87.61192511)"
8337,8459,12521,12279334,JE124317,01/26/2021 02:30:00 AM,070XX N MC ALPIN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1621,16,41.0,12,11,1134532.0,1946470.0,2021,02/02/2021 03:48:32 PM,42.009315696,-87.780365604,"(42.009315696, -87.780365604)"
8368,22583,32852,12313115,JE166109,03/11/2021 04:20:00 PM,008XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1112,11,27.0,23,08B,1150902.0,1905307.0,2021,03/18/2021 04:52:21 PM,41.89605543,-87.72121651799999,"(41.89605543, -87.721216518)"
8391,19873,28766,12307458,JE158939,03/03/2021 01:23:00 PM,079XX S RHODES AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,624,6,6.0,44,06,1181282.0,1852459.0,2021,03/10/2021 03:48:52 PM,41.750387613,-87.61126917,"(41.750387613, -87.61126917)"
8398,22933,33351,12317084,JE170489,03/11/2021 02:30:00 PM,002XX W WASHINGTON ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,False,False,122,1,42.0,32,11,1174606.0,1900807.0,2021,03/19/2021 04:48:59 PM,41.883210106,-87.634291664,"(41.883210106, -87.634291664)"
8420,33691,49098,12338987,JE197927,04/13/2021 07:15:00 AM,056XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,715,7,15.0,67,14,1165974.0,1867224.0,2021,04/20/2021 04:49:35 PM,41.791243564,-87.666945445,"(41.791243564, -87.666945445)"
8423,2627,3942,12262782,JE102860,01/04/2021 10:59:00 AM,030XX E CHELTENHAM PL,0460,BATTERY,SIMPLE,APARTMENT,False,False,421,4,7.0,43,08B,1197497.0,1853252.0,2021,01/16/2021 03:49:23 PM,41.752174882,-87.55182470700001,"(41.752174882, -87.551824707)"
8425,8853,13026,12279809,JE124908,01/27/2021 01:00:00 PM,036XX W 66TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,833,8,13.0,65,14,1153323.0,1860603.0,2021,02/03/2021 03:58:22 PM,41.773334262,-87.71350936700001,"(41.773334262, -87.713509367)"
8437,31114,45277,12335580,JE193837,04/05/2021 07:50:00 PM,089XX S CARPENTER ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,2222,22,21.0,73,08A,1170885.0,1845444.0,2021,04/12/2021 05:33:53 PM,41.731370612,-87.649572669,"(41.731370612, -87.649572669)"
8442,18287,26453,12303633,JE153982,02/27/2021 12:00:00 PM,038XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,212,2,4.0,36,08B,1180795.0,1879794.0,2021,03/06/2021 03:50:24 PM,41.825408582,-87.612213605,"(41.825408582, -87.612213605)"
8447,13324,19363,12291161,JE139228,02/11/2021 07:00:00 PM,056XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1622,16,45.0,15,08B,1137968.0,1931354.0,2021,02/19/2021 03:45:56 PM,41.967774586,-87.76809038399999,"(41.967774586, -87.768090384)"
8451,18348,26544,12302995,JE154251,02/27/2021 02:30:00 PM,015XX W CULLOM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1912,19,47.0,6,14,1165154.0,1928636.0,2021,03/06/2021 03:50:24 PM,41.959780606,-87.66820719299999,"(41.959780606, -87.668207193)"
8458,1988,2979,12264086,JE106492,01/07/2021 11:50:00 PM,029XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1135,11,28.0,29,08B,1156719.0,1895230.0,2021,01/16/2021 03:49:23 PM,41.868287295,-87.700124854,"(41.868287295, -87.700124854)"
8460,23140,33648,12314202,JE167595,03/12/2021 05:30:00 AM,026XX S CALUMET AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,133,1,4.0,35,06,1178927.0,1886949.0,2021,03/19/2021 04:51:13 PM,41.845085249,-87.61884840299999,"(41.845085249, -87.618848403)"
8461,7309,10847,12276627,JE121065,01/23/2021 11:00:00 AM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,833,8,18.0,65,06,1145727.0,1853720.0,2021,01/30/2021 03:51:02 PM,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)"
8465,22065,32065,12311137,JE163978,03/09/2021 04:00:00 PM,037XX S WELLS ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,915,9,3.0,34,04B,1175252.0,1880254.0,2021,03/16/2021 04:52:52 PM,41.826796731,-87.63253550799999,"(41.826796731, -87.632535508)"
8467,21615,31387,12310260,JE162967,03/08/2021 03:05:00 PM,003XX W CERMAK RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DRUG STORE,False,False,914,9,25.0,34,10,1174365.0,1889753.0,2021,03/15/2021 04:48:08 PM,41.852882567,-87.63550658700001,"(41.852882567, -87.635506587)"
8475,11858,17246,12287124,JE133945,02/06/2021 06:00:00 AM,075XX N PAULINA ST,0810,THEFT,OVER $500,CTA TRAIN,False,False,2422,24,49.0,1,06,1163690.0,1950023.0,2021,02/13/2021 03:48:24 PM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)"
8481,24659,35831,12317023,JE171118,03/17/2021 02:47:00 AM,008XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,123,1,4.0,32,08B,1175650.0,1896498.0,2021,03/24/2021 05:06:10 PM,41.871362551,-87.63058763,"(41.871362551, -87.63058763)"
8492,31405,45710,12337630,JE196345,01/28/2021 12:01:00 AM,006XX S WABASH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CONVENIENCE STORE,False,False,123,1,4.0,32,11,1176895.0,1897458.0,2021,04/13/2021 05:20:07 PM,41.873968788,-87.62598776899999,"(41.873968788, -87.625987769)"
8506,14716,21373,12296540,JE145512,01/01/2021 12:00:00 AM,020XX W 80TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,611,6,18.0,71,11,1164081.0,1851598.0,2021,02/23/2021 03:45:37 PM,41.74840374,-87.674325716,"(41.74840374, -87.674325716)"
8532,13061,18987,12291968,JE140301,02/12/2021 06:00:00 PM,030XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1124,11,28.0,27,14,1155948.0,1898528.0,2021,02/19/2021 03:48:53 PM,41.877352918,-87.70286643200001,"(41.877352918, -87.702866432)"
8537,30228,43950,12333310,JE191043,04/02/2021 12:30:00 PM,0000X E RANDOLPH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,111,1,42.0,32,08B,1176593.0,1901291.0,2021,04/09/2021 05:06:35 PM,41.884493583,-87.62698073600001,"(41.884493583, -87.626980736)"
8552,29597,43044,12329372,JE186002,04/01/2021 10:04:00 AM,035XX W MONROE ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,True,1123,11,28.0,27,08A,1152759.0,1899305.0,2021,04/08/2021 05:05:01 PM,41.879548773,-87.714555054,"(41.879548773, -87.714555054)"
8561,5648,8480,12272387,JE116083,01/18/2021 08:44:00 AM,018XX N CLARK ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1814,18,43.0,7,11,1174427.0,1912756.0,2021,01/25/2021 03:48:31 PM,41.916002784,-87.634591587,"(41.916002784, -87.634591587)"
8582,15781,22892,12297052,JE146796,02/20/2021 11:00:00 AM,086XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,412,4,8.0,45,06,1188432.0,1847802.0,2021,02/27/2021 03:46:45 PM,41.737440709,-87.58521700700001,"(41.737440709, -87.585217007)"
8593,20604,29893,12308946,JE161411,03/05/2021 05:00:00 AM,118XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,532,5,9.0,53,08B,1178373.0,1826647.0,2021,03/12/2021 03:54:10 PM,41.679622543,-87.62270967,"(41.679622543, -87.62270967)"
8595,22690,32998,12313172,JE166358,03/11/2021 05:00:00 PM,002XX N LEAMINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1532,15,28.0,25,14,1142000.0,1901174.0,2021,03/18/2021 04:52:21 PM,41.884883608,-87.754014605,"(41.884883608, -87.754014605)"
8599,23507,34161,12317102,JE167821,03/13/2021 11:50:00 AM,081XX S WENTWORTH AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,622,6,21.0,44,08A,1176401.0,1851045.0,2021,03/20/2021 04:52:03 PM,41.746618439,-87.62919768,"(41.746618439, -87.62919768)"
8600,30463,44298,12332396,JE189901,04/03/2021 12:00:00 AM,082XX S JUSTINE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,614,6,21.0,71,11,1167439.0,1850050.0,2021,04/10/2021 05:05:58 PM,41.744084574,-87.66206506700001,"(41.744084574, -87.662065067)"
8603,6112,9138,12274715,JE118824,01/19/2021 09:00:00 AM,031XX W MONROE ST,0820,THEFT,$500 AND UNDER,VACANT LOT / LAND,False,False,1124,11,28.0,27,06,1155455.0,1899367.0,2021,01/26/2021 03:51:22 PM,41.879665142,-87.704654033,"(41.879665142, -87.704654033)"
8606,29489,42891,12328416,JE184903,03/31/2021 02:15:00 AM,067XX S PAXTON AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,331,3,5.0,43,04A,1192040.0,1860619.0,2021,04/07/2021 05:14:05 PM,41.772524794,-87.57158275299999,"(41.772524794, -87.571582753)"
8607,32402,47192,12335714,JE193971,04/09/2021 01:57:00 AM,027XX W 64TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,825,8,17.0,66,08B,1159043.0,1862067.0,2021,04/16/2021 05:26:56 PM,41.777236649,-87.69250102,"(41.777236649, -87.69250102)"
8611,13592,19756,12291579,JE138830,02/10/2021 10:00:00 PM,036XX S WOLCOTT AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,912,9,12.0,59,11,1164280.0,1880601.0,2021,02/19/2021 03:45:56 PM,41.827987481,-87.67277998899999,"(41.827987481, -87.672779989)"
8618,23009,33454,12313867,JE166905,03/12/2021 08:14:00 AM,001XX E WACKER DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,114,1,42.0,32,11,1177454.0,1902645.0,2021,03/19/2021 04:51:13 PM,41.888189539,-87.623777956,"(41.888189539, -87.623777956)"
8633,29996,43613,12330868,JE186919,04/02/2021 08:24:00 AM,029XX W SHAKESPEARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1414,14,1.0,22,08B,1156444.0,1914296.0,2021,04/09/2021 05:06:35 PM,41.920611704,-87.70061826700001,"(41.920611704, -87.700618267)"
8665,20812,30189,12308442,JE160748,03/06/2021 09:00:00 AM,024XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,2412,24,50.0,2,14,1158929.0,1942413.0,2021,03/13/2021 03:51:08 PM,41.997715629,-87.69071312700001,"(41.997715629, -87.690713127)"
8685,34217,49867,12344591,JE204554,04/13/2021 12:00:00 AM,001XX N KILBOURN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1113,11,28.0,26,11,1146371.0,1900290.0,2021,04/21/2021 04:49:40 PM,41.882375717,-87.737985956,"(41.882375717, -87.737985956)"
8686,25623,37229,12324212,JE179001,02/25/2021 05:00:00 PM,031XX S LAWNDALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1031,10,22.0,30,06,1152201.0,1883613.0,2021,03/27/2021 04:55:11 PM,41.836499107,-87.717017555,"(41.836499107, -87.717017555)"
8707,8141,12072,12278493,JE123270,01/25/2021 07:30:00 PM,080XX S COLFAX AVE,0560,ASSAULT,SIMPLE,STREET,False,False,422,4,7.0,46,08A,1194907.0,1852278.0,2021,02/01/2021 03:48:35 PM,41.749566316,-87.561347741,"(41.749566316, -87.561347741)"
8708,20642,29948,12307721,JE159862,03/05/2021 10:00:00 AM,037XX N TROY ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1733,17,33.0,16,06,1154722.0,1924687.0,2021,03/12/2021 03:54:10 PM,41.949160079,-87.706666199,"(41.949160079, -87.706666199)"
8715,14925,21672,12296501,JE146397,02/17/2021 04:00:00 PM,002XX E ERIE ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1834,18,42.0,8,08A,1178083.0,1904831.0,2021,02/24/2021 03:49:12 PM,41.894173733,-87.621401474,"(41.894173733, -87.621401474)"
8740,24942,36254,12317955,JE172212,03/18/2021 09:50:00 AM,054XX W 54TH ST,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,False,False,814,8,23.0,56,10,1140858.0,1868263.0,2021,03/25/2021 04:55:39 PM,41.794592071,-87.759016373,"(41.794592071, -87.759016373)"
8743,29992,43608,12330820,JE187526,04/02/2021 06:00:00 PM,070XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2424,24,49.0,1,06,1163418.0,1946736.0,2021,04/09/2021 05:06:35 PM,42.009484415,-87.6740773,"(42.009484415, -87.6740773)"
8762,19997,28944,12310218,JE162936,01/20/2021 12:00:00 AM,098XX S CLAREMONT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2213,22,19.0,72,11,1162446.0,1839336.0,2021,03/10/2021 03:46:08 PM,41.714789075,-87.680657668,"(41.714789075, -87.680657668)"
8781,33703,49115,12339435,JE198363,04/13/2021 02:30:00 PM,054XX N SHERIDAN RD,0460,BATTERY,SIMPLE,CTA BUS,False,False,2023,20,48.0,77,08B,1168659.0,1936217.0,2021,04/20/2021 04:49:35 PM,41.980507721,-87.65510065,"(41.980507721, -87.65510065)"
8794,2762,4152,12269294,JE112490,01/08/2021 10:00:00 AM,063XX N BROADWAY,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),False,False,2433,24,48.0,77,06,1167147.0,1942335.0,2021,01/16/2021 03:49:23 PM,41.997328377,-87.66048445,"(41.997328377, -87.66048445)"
8797,10064,14678,12283342,JE129281,01/30/2021 01:00:00 PM,022XX N AVERS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2525,25,35.0,22,11,1150346.0,1914574.0,2021,02/06/2021 03:52:06 PM,41.921495836,-87.723016431,"(41.921495836, -87.723016431)"
8809,4851,7254,12271800,JE115514,01/16/2021 05:00:00 PM,085XX S MACKINAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,424,4,10.0,46,14,1199951.0,1849048.0,2021,01/23/2021 03:54:52 PM,41.740577299,-87.5429736,"(41.740577299, -87.5429736)"
8816,29790,43324,12329461,JE186069,04/01/2021 10:43:00 AM,032XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1924,19,44.0,6,06,1169868.0,1921628.0,2021,04/08/2021 05:05:01 PM,41.94044868,-87.651081589,"(41.94044868, -87.651081589)"
8817,164,231,12258839,JE100418,01/01/2021 10:40:00 AM,032XX W HIRSCH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1422,14,26.0,23,08B,1154543.0,1909127.0,2021,01/16/2021 03:49:23 PM,41.9064658,-87.707741486,"(41.9064658, -87.707741486)"
8821,9972,14551,12281806,JE127264,01/30/2021 04:00:00 AM,055XX S PRINCETON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,711,7,3.0,68,04B,1175229.0,1868217.0,2021,02/06/2021 03:52:06 PM,41.793766589,-87.63297977799999,"(41.793766589, -87.632979778)"
8830,32754,47729,12337316,JE195883,04/10/2021 09:47:00 PM,056XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1513,15,29.0,25,08B,1138722.0,1900183.0,2021,04/17/2021 05:31:27 PM,41.88222427,-87.766076162,"(41.88222427, -87.766076162)"
8836,9620,14051,12282226,JE126997,01/29/2021 04:00:00 PM,079XX S ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,False,False,611,6,21.0,71,08B,1167051.0,1852166.0,2021,02/05/2021 03:47:46 PM,41.749899475,-87.663426378,"(41.749899475, -87.663426378)"
8838,13480,19587,12290354,JE134652,02/06/2021 08:20:00 PM,070XX S INDIANA AVE,0560,ASSAULT,SIMPLE,STREET,False,False,322,3,6.0,69,08A,1178809.0,1858464.0,2021,02/19/2021 03:45:56 PM,41.766922593,-87.620148876,"(41.766922593, -87.620148876)"
8881,28420,41345,12326272,JE182280,03/28/2021 01:15:00 PM,068XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,722,7,6.0,69,08B,1176577.0,1859656.0,2021,04/04/2021 05:01:16 PM,41.770244068,-87.628294183,"(41.770244068, -87.628294183)"
8898,19438,28163,12305585,JE157366,03/02/2021 08:52:00 PM,030XX S HALSTED ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,False,False,913,9,11.0,60,10,1171460.0,1884820.0,2021,03/09/2021 03:54:03 PM,41.839410287,-87.64631363299999,"(41.839410287, -87.646313633)"
8899,17612,25514,12301588,JE152521,02/25/2021 10:30:00 PM,038XX W WRIGHTWOOD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,2524,25,31.0,22,08A,1150139.0,1917010.0,2021,03/04/2021 03:52:04 PM,41.928184477,-87.723713375,"(41.928184477, -87.723713375)"
8901,3091,4672,12265937,JE108704,01/10/2021 02:00:00 AM,024XX E 75TH ST,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,334,3,7.0,43,06,1193587.0,1855701.0,2021,01/17/2021 03:49:56 PM,41.758991698,-87.56607280600001,"(41.758991698, -87.566072806)"
8908,11520,16728,12286477,JE133059,02/05/2021 10:16:00 AM,051XX W DIVERSEY AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,2521,25,31.0,19,08A,1141596.0,1918129.0,2021,02/12/2021 03:49:04 PM,41.931417509,-87.75507844299999,"(41.931417509, -87.755078443)"
8938,28970,42151,12327688,JE183946,03/30/2021 08:45:00 AM,042XX N LINCOLN AVE,0560,ASSAULT,SIMPLE,SCHOOL - PRIVATE GROUNDS,False,False,1911,19,47.0,5,08A,1161505.0,1928056.0,2021,04/06/2021 05:03:58 PM,41.958265994,-87.681638768,"(41.958265994, -87.681638768)"
8942,33541,48863,12338312,JE197096,04/12/2021 09:10:00 AM,006XX N SPRINGFIELD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,1122,11,37.0,23,04A,1150274.0,1904013.0,2021,04/19/2021 05:20:48 PM,41.892516832,-87.72355682700001,"(41.892516832, -87.723556827)"
8962,25523,37090,12324020,JE179512,03/15/2021 09:00:00 AM,015XX S CENTRAL PARK AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1021,10,24.0,29,11,1152626.0,1892157.0,2021,03/27/2021 04:55:11 PM,41.8599365,-87.71523240299999,"(41.8599365, -87.715232403)"
8965,22921,33338,12317521,JE164157,03/07/2021 10:00:00 PM,002XX W 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,634,6,21.0,49,08B,1176112.0,1844603.0,2021,03/19/2021 04:48:59 PM,41.728947257,-87.63044942799999,"(41.728947257, -87.630449428)"
8973,34063,49639,12339521,JE198604,04/13/2021 06:30:00 PM,068XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,726,7,16.0,67,08B,1164202.0,1859481.0,2021,04/20/2021 04:49:35 PM,41.770033264,-87.67366082,"(41.770033264, -87.67366082)"
8988,30151,43844,12331139,JE188280,04/02/2021 06:00:00 PM,111XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,2212,22,19.0,75,14,1161206.0,1830462.0,2021,04/09/2021 05:06:35 PM,41.690462971,-87.685443619,"(41.690462971, -87.685443619)"
9000,9216,13502,12280704,JE125790,01/28/2021 03:00:00 PM,050XX N WINTHROP AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2033,20,48.0,3,11,1167955.0,1933907.0,2021,02/04/2021 03:52:02 PM,41.974184283,-87.65775669700001,"(41.974184283, -87.657756697)"
9005,5263,7855,12271562,JE115180,01/17/2021 05:29:00 AM,0000X E 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,511,5,9.0,49,14,1178311.0,1836688.0,2021,01/24/2021 03:47:22 PM,41.707177895,-87.62263336,"(41.707177895, -87.62263336)"
9016,5328,7957,12272116,JE115801,01/17/2021 08:40:00 PM,032XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,1422,14,26.0,23,14,1154223.0,1910445.0,2021,01/24/2021 03:47:22 PM,41.910088907,-87.708881731,"(41.910088907, -87.708881731)"
9019,28572,41572,12327508,JE183731,03/29/2021 10:30:00 AM,077XX S HOMAN AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,835,8,18.0,70,06,1155053.0,1853170.0,2021,04/05/2021 05:04:35 PM,41.752902548,-87.70736581,"(41.752902548, -87.70736581)"
9031,12402,18034,12289690,JE137285,02/09/2021 06:40:00 PM,012XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1233,12,28.0,28,06,1165916.0,1894587.0,2021,02/16/2021 03:52:33 PM,41.866331725,-87.666379171,"(41.866331725, -87.666379171)"
9042,688,999,12260918,JE102805,01/04/2021 10:00:00 AM,073XX S WHIPPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,835,8,18.0,66,14,1157314.0,1855719.0,2021,01/16/2021 03:49:23 PM,41.759851962,-87.699011194,"(41.759851962, -87.699011194)"
9048,21844,31736,12310965,JE163748,03/09/2021 12:30:00 PM,035XX N CUMBERLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1631,16,38.0,76,08B,1119444.0,1922539.0,2021,03/16/2021 04:52:52 PM,41.943900263,-87.836391075,"(41.943900263, -87.836391075)"
9072,6472,9637,12276880,JE121442,01/20/2021 04:40:00 PM,016XX W 21ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1234,12,25.0,31,11,1165611.0,1890134.0,2021,01/27/2021 03:54:59 PM,41.85411879,-87.667625604,"(41.85411879, -87.667625604)"
9073,2285,3431,12268739,JE111895,01/07/2021 03:24:00 PM,008XX E 41ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,214,2,4.0,36,11,1182425.0,1878016.0,2021,01/16/2021 03:49:23 PM,41.820491924,-87.60628882700001,"(41.820491924, -87.606288827)"
